,age,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,NumberOfTime30-59DaysPastDueNotWorse,prob_class_1,NumberOfTimes90DaysLate
77112,65,0,0.0,1,0.02702702702702703,2
77113,56,0,0.0,0,0.1,0
77114,89,0,0.0,0,0.1,0
77116,40,0,2.0,0,0.1,0
77117,37,0,2.0,0,0.1,0
77118,59,0,1.0,0,0.02702702702702703,0
77119,33,0,0.0,0,0.1,0
77120,84,0,0.0,0,0.02702702702702703,0
77121,60,0,1.0,0,0.1,0
77122,52,0,4.0,0,0.02702702702702703,0
77125,68,0,0.0,0,0.1,0
77126,63,0,2.0,0,0.02702702702702703,0
77129,30,0,3.0,0,0.02702702702702703,1
77130,22,0,0.0,0,0.02702702702702703,0
77131,69,0,0.0,0,0.1,0
77132,51,0,0.0,0,0.02702702702702703,0
77133,67,1,0.0,1,0.1,0
77135,26,0,0.0,0,0.1,0
77136,44,0,0.0,0,0.02702702702702703,0
77137,36,0,0.0,0,0.02702702702702703,0
77139,66,0,0.0,0,0.02702702702702703,0
77140,38,0,0.0,0,0.02702702702702703,0
77142,62,0,1.0,0,0.1,0
77143,83,0,0.0,0,0.1,0
77144,34,0,0.0,0,0.1,0
77145,46,0,2.0,0,0.1,0
77146,35,0,1.0,0,0.1,0
77147,42,0,0.0,0,0.1,0
77148,57,0,0.0,0,0.1,0
77152,50,0,1.0,0,0.02702702702702703,0
77153,53,0,1.0,0,0.1,0
77154,58,0,0.0,0,0.1,0
77155,61,0,0.0,0,0.1,0
77156,38,0,0.0,0,0.45121951219512196,0
77157,75,0,0.0,0,0.1,0
77158,24,0,0.0,0,0.02702702702702703,0
77159,63,1,0.0,0,0.1,0
77160,49,0,0.0,0,0.5555555555555556,0
77161,28,0,0.0,0,0.02702702702702703,0
77162,73,0,0.0,0,0.02702702702702703,0
77163,38,0,3.0,0,0.02702702702702703,0
77164,29,0,0.0,0,0.1,0
77165,78,0,0.0,0,0.02702702702702703,0
77166,41,0,0.0,1,0.65,2
77167,29,0,0.0,0,0.1,0
77168,72,0,0.0,0,0.1,0
77169,62,0,0.0,0,0.02702702702702703,1
77170,64,0,1.0,0,0.43333333333333335,0
77171,55,0,0.0,1,0.02702702702702703,0
77172,53,0,1.0,0,0.02702702702702703,0
77173,49,0,0.0,1,0.02702702702702703,0
77174,59,0,0.0,0,0.1,0
77175,39,0,0.0,0,0.02702702702702703,0
77176,76,0,0.0,0,0.1,0
77179,53,0,1.0,0,0.2857142857142857,0
77181,31,0,0.0,1,0.1,0
77183,46,0,3.0,0,0.02702702702702703,0
77184,66,0,0.0,0,0.1,0
77185,49,0,0.0,1,0.1,1
77186,31,0,0.0,0,0.3333333333333333,0
77188,36,0,2.0,0,0.02702702702702703,0
77189,47,0,3.0,1,0.2857142857142857,0
77190,89,0,0.0,0,0.45121951219512196,0
77192,41,0,1.0,0,0.02702702702702703,0
77193,62,0,0.0,0,0.1,0
77195,58,0,0.0,0,0.02702702702702703,0
77196,62,0,0.0,0,0.1,0
77199,47,0,0.0,0,0.02702702702702703,0
77200,53,0,0.0,1,0.1,0
77201,54,0,0.0,0,0.02702702702702703,0
77202,60,0,0.0,1,0.1,0
77203,48,0,0.0,1,0.1,0
77205,66,0,1.0,0,0.02702702702702703,0
77206,53,0,2.0,0,0.45121951219512196,0
77207,56,0,0.0,0,0.1,0
77208,57,0,0.0,0,0.1,0
77211,51,0,3.0,1,0.02702702702702703,0
77212,38,0,1.0,0,0.3333333333333333,0
77214,40,1,1.0,1,0.02702702702702703,1
77215,46,0,3.0,0,0.02702702702702703,0
77217,43,0,3.0,0,0.1,0
77218,44,1,1.0,0,0.02702702702702703,2
77219,27,1,0.0,0,0.1,0
77220,25,98,0.0,98,0.1,98
77221,39,0,2.0,0,0.1,0
77222,51,0,0.0,0,0.02702702702702703,0
77223,70,0,0.0,1,0.02702702702702703,0
77224,52,0,4.0,2,0.02702702702702703,0
77226,38,1,4.0,0,0.02702702702702703,0
77227,55,0,3.0,0,0.1,0
77230,38,0,1.0,1,0.02702702702702703,0
77231,46,0,3.0,0,0.1,0
77232,50,0,0.0,0,0.02702702702702703,0
77233,47,0,1.0,0,0.02702702702702703,1
77235,71,0,0.0,0,0.1,0
77236,56,0,0.0,0,0.02702702702702703,0
77237,28,0,0.0,0,0.02702702702702703,0
77238,82,0,0.0,0,0.1,0
77239,29,0,0.0,0,0.1,0
77240,40,0,0.0,0,0.02702702702702703,0
77241,31,0,0.0,0,0.02702702702702703,0
77243,72,0,0.0,0,0.02702702702702703,0
77244,50,0,0.0,0,0.1,0
77245,56,0,0.0,0,0.02702702702702703,0
77246,41,0,2.0,0,0.1,0
77248,43,0,2.0,0,0.02702702702702703,0
77249,58,0,2.0,0,0.1,0
77250,41,0,2.0,0,0.02702702702702703,0
77251,61,0,2.0,0,0.02702702702702703,0
77252,43,0,1.0,0,0.1,0
77254,27,0,0.0,0,0.1,0
77255,76,0,0.0,0,0.02702702702702703,0
77256,75,0,0.0,0,0.1,0
77257,31,0,0.0,3,0.02702702702702703,0
77258,50,0,0.0,2,0.4166666666666667,0
77259,48,0,2.0,0,0.1,0
77260,41,0,3.0,0,0.02702702702702703,0
77262,48,0,3.0,0,0.02702702702702703,0
77263,39,0,0.0,0,0.1,0
77264,73,0,0.0,0,0.1,0
77265,38,0,0.0,0,0.1,0
77266,81,0,0.0,0,0.65,0
77267,48,0,2.0,0,0.1,0
77268,63,0,0.0,0,0.3333333333333333,0
77269,64,0,0.0,2,0.02702702702702703,0
77270,42,0,2.0,0,0.02702702702702703,0
77271,46,0,3.0,0,0.02702702702702703,0
77272,68,0,0.0,0,0.02702702702702703,0
77275,47,0,0.0,0,0.02702702702702703,0
77276,79,0,0.0,0,0.02702702702702703,0
77278,47,0,1.0,0,0.1,0
77279,30,0,0.0,0,0.1,0
77280,77,0,0.0,0,0.1,0
77281,65,0,0.0,1,0.02702702702702703,0
77282,52,1,1.0,1,0.02702702702702703,2
77283,37,0,1.0,0,0.02702702702702703,0
77284,66,0,0.0,0,0.1,0
77286,64,0,0.0,0,0.1,0
77287,82,0,0.0,0,0.1,0
77288,55,0,1.0,0,0.02702702702702703,0
77289,47,0,0.0,0,0.02702702702702703,0
77291,63,0,0.0,0,0.02702702702702703,0
77292,52,0,2.0,0,0.02702702702702703,0
77293,28,0,0.0,0,0.1,0
77295,53,0,2.0,1,0.1,0
77296,44,1,1.0,0,0.02702702702702703,0
77297,41,0,1.0,1,0.02702702702702703,0
77298,57,0,1.0,0,0.02702702702702703,0
77300,38,0,1.0,0,0.1,0
77301,60,0,0.0,0,0.1,0
77302,45,0,0.0,0,0.02702702702702703,0
77303,42,0,0.0,0,0.1,0
77304,58,0,0.0,0,0.1,0
77305,68,0,1.0,0,0.1,0
77306,50,0,2.0,0,0.1,0
77307,29,0,0.0,0,0.02702702702702703,0
77310,54,0,0.0,1,0.02702702702702703,0
77311,79,1,1.0,0,0.02702702702702703,0
77312,55,0,3.0,1,0.1,0
77314,44,0,3.0,0,0.02702702702702703,0
77315,24,0,0.0,2,0.02702702702702703,0
77316,67,0,2.0,0,0.02702702702702703,0
77317,55,0,0.0,0,0.02702702702702703,0
77318,42,0,2.0,0,0.2857142857142857,0
77319,46,0,2.0,0,0.02702702702702703,0
77322,61,0,0.0,0,0.1,0
77325,51,0,2.0,0,0.1,0
77326,37,0,2.0,0,0.1,0
77327,51,0,2.0,1,0.02702702702702703,0
77328,56,0,4.0,0,0.02702702702702703,0
77329,47,0,0.0,3,0.02702702702702703,0
77330,64,0,0.0,0,0.02702702702702703,0
77332,47,0,4.0,1,0.1,1
77333,34,0,0.0,0,0.1,0
77334,42,0,3.0,1,0.3333333333333333,0
77335,37,0,0.0,0,0.02702702702702703,0
77336,50,0,1.0,1,0.1,0
77337,63,0,0.0,0,0.1,0
77338,51,0,0.0,3,0.02702702702702703,0
77339,42,0,1.0,0,0.02702702702702703,0
77340,69,0,0.0,0,0.02702702702702703,0
77341,58,1,0.0,4,0.02702702702702703,0
77342,61,0,1.0,0,0.1,1
77343,38,0,4.0,0,0.02702702702702703,0
77344,44,1,0.0,0,0.1,0
77345,75,0,0.0,0,0.1,0
77346,43,0,3.0,0,0.02702702702702703,0
77347,47,0,1.0,0,0.02702702702702703,0
77348,62,0,0.0,0,0.02702702702702703,0
77349,59,0,1.0,0,0.02702702702702703,0
77350,62,0,1.0,0,0.1,0
77351,40,0,2.0,0,0.3333333333333333,0
77352,45,0,0.0,0,0.1,0
77353,32,0,0.0,2,0.02702702702702703,0
77354,51,0,1.0,2,0.1,0
77355,61,0,3.0,3,0.1,0
77356,32,0,1.0,0,0.02702702702702703,0
77357,39,0,0.0,0,0.02702702702702703,0
77358,43,0,0.0,0,0.1,0
77360,42,0,1.0,0,0.1,0
77362,37,0,0.0,0,0.1,0
77363,57,0,0.0,0,0.1,0
77364,79,0,0.0,0,0.1,1
77365,40,0,0.0,0,0.1,0
77366,56,0,0.0,0,0.1,0
77367,33,0,1.0,0,0.02702702702702703,0
77369,48,0,2.0,0,0.1,0
77370,39,0,2.0,0,0.02702702702702703,0
77371,67,0,0.0,0,0.02702702702702703,0
77373,64,0,0.0,0,0.1,0
77374,78,0,0.0,0,0.02702702702702703,0
77375,47,0,4.0,0,0.1,0
77376,70,0,0.0,0,0.02702702702702703,0
77377,44,0,0.0,0,0.1,0
77378,87,0,0.0,0,0.02702702702702703,0
77380,50,0,0.0,0,0.02702702702702703,0
77381,68,1,1.0,6,0.1,0
77382,40,0,0.0,0,0.2857142857142857,0
77383,46,0,1.0,0,0.65,0
77384,43,0,1.0,0,0.02702702702702703,0
77385,47,0,3.0,0,0.1,0
77387,63,0,1.0,0,0.1,0
77388,25,0,1.0,0,0.02702702702702703,0
77389,51,0,0.0,1,0.1,0
77390,41,0,2.0,0,0.02702702702702703,0
77391,30,0,0.0,0,0.02702702702702703,0
77392,39,2,1.0,0,0.1,5
77393,63,0,0.0,0,0.02702702702702703,0
77396,41,0,2.0,0,0.02702702702702703,0
77397,70,1,0.0,5,0.02702702702702703,0
77398,46,0,1.0,0,0.1,0
77399,66,0,1.0,0,0.1,0
77400,31,0,0.0,0,0.02702702702702703,0
77402,61,0,1.0,0,0.02702702702702703,0
77403,71,0,0.0,0,0.02702702702702703,0
77404,49,0,1.0,0,0.1,0
77406,69,0,0.0,0,0.02702702702702703,0
77407,55,0,0.0,0,0.1,0
77408,56,0,0.0,0,0.1,0
77409,75,0,0.0,0,0.02702702702702703,0
77410,57,0,3.0,0,0.02702702702702703,0
77412,29,0,0.0,0,0.02702702702702703,0
77413,69,0,0.0,0,0.02702702702702703,0
77414,63,0,1.0,1,0.1,0
77415,55,0,2.0,0,0.1,0
77416,68,0,0.0,0,0.02702702702702703,0
77417,72,0,1.0,0,0.1,0
77418,58,0,0.0,1,0.02702702702702703,0
77419,45,0,2.0,0,0.1,0
77420,57,0,0.0,0,0.02702702702702703,0
77422,48,0,0.0,2,0.02702702702702703,0
77423,43,0,0.0,0,0.02702702702702703,0
77424,54,0,1.0,1,0.1,0
77425,68,0,0.0,0,0.02702702702702703,0
77426,29,0,1.0,0,0.1,0
77427,53,0,1.0,0,0.5555555555555556,0
77428,52,0,3.0,0,0.1,0
77429,52,0,1.0,0,0.02702702702702703,0
77430,53,0,0.0,0,0.02702702702702703,0
77432,65,0,1.0,0,0.02702702702702703,0
77433,44,3,3.0,0,0.1,3
77434,60,0,0.0,0,0.1,0
77435,65,0,0.0,0,0.02702702702702703,0
77436,64,0,0.0,0,0.1,0
77437,82,0,0.0,0,0.02702702702702703,0
77438,40,0,0.0,0,0.02702702702702703,0
77439,64,0,0.0,0,0.02702702702702703,0
77441,60,0,0.0,0,0.02702702702702703,0
77443,33,0,0.0,0,0.1,0
77444,58,0,0.0,0,0.65,0
77446,46,0,4.0,0,0.43333333333333335,0
77447,60,0,0.0,0,0.1,0
77448,46,0,1.0,0,0.02702702702702703,0
77449,58,0,1.0,0,0.4166666666666667,0
77450,35,0,1.0,0,0.45121951219512196,0
77454,33,0,2.0,1,0.1,0
77455,49,0,2.0,0,0.02702702702702703,0
77458,61,0,0.0,0,0.1,0
77459,67,0,0.0,0,0.02702702702702703,0
77460,61,0,1.0,1,0.1,0
77462,58,0,0.0,0,0.02702702702702703,0
77464,44,0,0.0,0,0.1,0
77466,80,0,0.0,1,0.02702702702702703,0
77467,31,0,1.0,0,0.1,0
77468,60,0,0.0,0,0.1,0
77469,66,0,0.0,0,0.02702702702702703,0
77471,72,0,0.0,0,0.02702702702702703,0
77472,45,0,2.0,0,0.02702702702702703,0
77473,26,0,1.0,0,0.1,0
77474,32,0,4.0,0,0.1,0
77475,42,0,0.0,0,0.02702702702702703,0
77476,71,0,0.0,0,0.02702702702702703,0
77478,77,0,0.0,1,0.1,0
77479,46,0,2.0,0,0.02702702702702703,0
77480,55,0,3.0,0,0.1,0
77481,67,0,0.0,0,0.02702702702702703,0
77482,39,0,0.0,1,0.45121951219512196,0
77483,57,0,1.0,0,0.1,0
77484,72,0,0.0,0,0.02702702702702703,0
77485,58,0,0.0,0,0.02702702702702703,0
77486,62,0,0.0,0,0.02702702702702703,0
77487,42,0,2.0,0,0.1,0
77489,53,0,1.0,1,0.1,3
77492,78,0,0.0,0,0.02702702702702703,0
77493,63,0,0.0,0,0.02702702702702703,0
77496,65,0,0.0,0,0.02702702702702703,0
77497,49,0,0.0,0,0.1,0
77498,38,0,0.0,0,0.1,0
77499,33,0,1.0,0,0.02702702702702703,0
77502,69,0,0.0,1,0.1,0
77503,37,0,3.0,0,0.02702702702702703,0
77504,70,0,1.0,0,0.1,0
77505,23,0,0.0,0,0.02702702702702703,2
77506,38,0,2.0,0,0.1,0
77507,49,0,3.0,0,0.02702702702702703,0
77508,45,0,0.0,0,0.02702702702702703,0
77509,40,0,1.0,1,0.02702702702702703,0
77511,66,0,0.0,0,0.02702702702702703,0
77512,46,0,0.0,1,0.02702702702702703,0
77513,30,0,0.0,0,0.02702702702702703,0
77514,32,0,0.0,0,0.02702702702702703,0
77516,73,0,0.0,0,0.1,0
77517,53,0,0.0,0,0.02702702702702703,0
77519,81,0,0.0,0,0.02702702702702703,0
77520,53,0,0.0,0,0.02702702702702703,0
77521,42,0,3.0,0,0.1,0
77522,55,0,0.0,0,0.1,0
77523,59,0,0.0,0,0.02702702702702703,0
77524,67,0,1.0,0,0.1,0
77525,66,0,0.0,0,0.65,0
77527,63,0,0.0,0,0.02702702702702703,0
77529,55,0,1.0,0,0.02702702702702703,0
77530,57,0,0.0,0,0.1,0
77531,60,0,1.0,0,0.02702702702702703,0
77532,33,0,2.0,0,0.02702702702702703,0
77533,50,0,1.0,0,0.1,0
77534,76,0,1.0,0,0.2857142857142857,0
77535,54,0,0.0,0,0.1,0
77536,65,0,1.0,0,0.1,0
77538,38,0,0.0,0,0.02702702702702703,0
77539,49,0,0.0,1,0.02702702702702703,0
77540,70,0,1.0,0,0.02702702702702703,0
77542,90,0,1.0,1,0.1,0
77543,35,0,0.0,0,0.02702702702702703,0
77544,47,0,2.0,0,0.1,0
77545,37,0,0.0,0,0.1,0
77546,45,0,2.0,0,0.02702702702702703,0
77547,55,0,2.0,0,0.02702702702702703,0
77548,43,0,1.0,0,0.02702702702702703,0
77549,42,0,3.0,0,0.1,0
77550,53,0,1.0,0,0.02702702702702703,1
77551,56,0,1.0,0,0.1,0
77553,61,0,0.0,0,0.1,1
77555,31,0,0.0,0,0.45121951219512196,0
77557,31,0,0.0,0,0.02702702702702703,0
77558,52,0,2.0,0,0.1,0
77559,58,0,1.0,0,0.1,0
77560,39,0,5.0,0,0.3333333333333333,0
77561,46,0,2.0,0,0.02702702702702703,0
77564,57,0,2.0,0,0.65,0
77565,50,0,1.0,0,0.02702702702702703,1
77566,65,0,0.0,0,0.1,0
77567,63,0,2.0,0,0.1,0
77568,43,0,4.0,0,0.1,2
77569,49,0,0.0,0,0.1,0
77570,39,0,3.0,0,0.1,0
77571,51,0,2.0,0,0.02702702702702703,0
77572,39,0,1.0,0,0.02702702702702703,0
77573,37,0,3.0,0,0.02702702702702703,0
77574,56,0,0.0,0,0.45121951219512196,0
77576,45,0,3.0,0,0.1,0
77577,53,0,0.0,0,0.1,0
77578,67,0,0.0,0,0.1,0
77579,29,0,0.0,0,0.5555555555555556,0
77580,69,0,1.0,0,0.02702702702702703,0
77581,40,0,0.0,2,0.1,0
77582,33,0,1.0,0,0.02702702702702703,0
77583,25,0,0.0,0,0.02702702702702703,0
77584,59,0,0.0,0,0.1,0
77585,74,0,2.0,0,0.02702702702702703,0
77586,79,0,1.0,0,0.1,0
77587,40,0,0.0,0,0.02702702702702703,0
77588,65,0,0.0,0,0.02702702702702703,0
77589,63,0,1.0,1,0.1,0
77590,72,0,0.0,0,0.1,0
77591,67,0,0.0,0,0.1,0
77593,70,0,0.0,0,0.1,0
77594,23,0,0.0,0,0.1,0
77595,23,0,1.0,0,0.1,0
77597,45,2,0.0,4,0.02702702702702703,0
77598,37,0,2.0,0,0.1,0
77600,49,0,0.0,0,0.1,0
77603,46,0,1.0,0,0.1,0
77604,45,0,4.0,0,0.02702702702702703,0
77605,56,0,0.0,0,0.02702702702702703,0
77606,31,3,1.0,2,0.1,2
77607,25,0,0.0,0,0.02702702702702703,0
77608,60,0,0.0,0,0.02702702702702703,0
77609,64,0,1.0,0,0.1,0
77610,75,0,0.0,0,0.1,0
77611,55,0,1.0,0,0.1,0
77613,54,0,2.0,0,0.02702702702702703,0
77614,64,0,2.0,1,0.1,0
77615,67,0,1.0,0,0.1,0
77616,50,0,0.0,0,0.02702702702702703,0
77617,42,0,3.0,0,0.1,0
77618,63,0,1.0,0,0.02702702702702703,0
77619,35,1,1.0,0,0.02702702702702703,0
77621,24,0,0.0,0,0.5555555555555556,0
77622,29,0,0.0,0,0.1,0
77624,54,0,1.0,0,0.1,0
77625,32,0,3.0,1,0.02702702702702703,0
77626,60,0,0.0,0,0.02702702702702703,0
77627,61,0,0.0,0,0.02702702702702703,0
77629,78,0,0.0,0,0.02702702702702703,0
77630,41,0,0.0,0,0.1,0
77632,85,0,0.0,0,0.1,0
77633,51,0,1.0,0,0.1,0
77634,32,0,3.0,3,0.02702702702702703,0
77635,56,0,0.0,1,0.1,0
77636,65,0,0.0,0,0.1,0
77637,83,0,0.0,0,0.02702702702702703,0
77640,49,0,2.0,0,0.02702702702702703,0
77641,57,0,0.0,0,0.1,0
77642,33,1,0.0,1,0.02702702702702703,0
77643,50,0,0.0,0,0.02702702702702703,0
77645,47,0,0.0,0,0.1,0
77646,62,0,1.0,0,0.02702702702702703,0
77647,42,0,1.0,3,0.02702702702702703,0
77648,60,0,0.0,0,0.1,0
77649,53,0,4.0,0,0.1,0
77650,32,0,4.0,0,0.1,0
77651,64,0,1.0,0,0.02702702702702703,0
77652,47,0,1.0,0,0.1,0
77653,70,0,0.0,0,0.1,0
77654,68,0,0.0,0,0.1,0
77655,69,0,0.0,0,0.1,0
77656,40,0,2.0,0,0.02702702702702703,0
77658,56,0,0.0,0,0.02702702702702703,0
77659,70,0,0.0,0,0.1,0
77660,54,0,0.0,0,0.02702702702702703,0
77661,87,0,0.0,1,0.02702702702702703,0
77662,71,0,1.0,0,0.02702702702702703,0
77663,54,0,0.0,0,0.1,0
77664,54,0,1.0,0,0.02702702702702703,0
77666,69,0,0.0,0,0.02702702702702703,0
77667,80,0,0.0,0,0.65,0
77669,72,0,0.0,0,0.2857142857142857,0
77670,35,0,0.0,0,0.02702702702702703,0
77671,59,0,0.0,0,0.02702702702702703,0
77672,61,0,0.0,0,0.02702702702702703,0
77673,42,0,2.0,0,0.1,0
77675,44,0,4.0,1,0.02702702702702703,0
77677,41,0,1.0,0,0.02702702702702703,0
77678,61,0,0.0,0,0.02702702702702703,0
77679,80,0,0.0,0,0.1,0
77681,47,0,3.0,0,0.1,0
77682,53,0,2.0,0,0.02702702702702703,0
77683,52,1,1.0,2,0.2857142857142857,1
77684,36,0,1.0,0,0.45121951219512196,0
77685,48,0,0.0,0,0.02702702702702703,0
77686,31,0,0.0,1,0.1,0
77687,30,0,0.0,1,0.02702702702702703,0
77688,48,0,0.0,0,0.1,0
77689,81,0,0.0,0,0.02702702702702703,0
77690,29,1,2.0,0,0.02702702702702703,0
77691,40,0,0.0,0,0.02702702702702703,0
77692,62,0,1.0,0,0.4166666666666667,0
77693,44,0,3.0,2,0.02702702702702703,0
77695,66,0,0.0,0,0.1,0
77696,81,0,0.0,0,0.02702702702702703,0
77698,45,0,2.0,0,0.1,0
77699,31,0,0.0,1,0.02702702702702703,1
77700,35,0,3.0,0,0.1,2
77701,48,0,1.0,0,0.02702702702702703,0
77702,82,0,0.0,0,0.1,0
77703,46,0,2.0,3,0.45121951219512196,0
77704,51,0,0.0,0,0.02702702702702703,0
77705,76,0,0.0,0,0.02702702702702703,0
77706,59,0,3.0,0,0.02702702702702703,0
77707,31,0,0.0,0,0.02702702702702703,0
77711,32,0,3.0,0,0.02702702702702703,0
77712,63,0,0.0,0,0.1,0
77713,35,0,1.0,0,0.02702702702702703,0
77714,69,0,0.0,0,0.02702702702702703,0
77715,35,0,0.0,0,0.1,0
77716,54,0,1.0,0,0.1,0
77717,54,0,2.0,0,0.02702702702702703,1
77719,75,0,0.0,0,0.1,0
77720,57,0,0.0,0,0.1,0
77721,32,0,0.0,0,0.1,0
77724,61,0,0.0,0,0.1,0
77726,44,0,1.0,0,0.02702702702702703,0
77727,59,0,1.0,1,0.02702702702702703,0
77729,53,0,0.0,0,0.02702702702702703,0
77730,54,0,1.0,0,0.1,0
77731,64,0,0.0,0,0.02702702702702703,0
77732,49,0,2.0,2,0.1,0
77733,72,0,0.0,0,0.1,0
77734,38,0,2.0,3,0.1,2
77736,43,0,3.0,0,0.1,0
77738,50,2,1.0,1,0.1,0
77739,37,0,0.0,0,0.1,0
77740,70,0,0.0,0,0.02702702702702703,0
77741,53,0,2.0,0,0.1,0
77742,46,0,3.0,0,0.65,0
77743,53,0,2.0,0,0.1,0
77745,32,0,0.0,0,0.02702702702702703,0
77747,75,0,0.0,0,0.43333333333333335,0
77748,44,0,2.0,1,0.02702702702702703,4
77749,46,1,0.0,0,0.02702702702702703,1
77750,44,0,2.0,0,0.02702702702702703,0
77751,45,0,5.0,1,0.02702702702702703,0
77752,63,0,0.0,0,0.1,0
77754,53,0,0.0,0,0.02702702702702703,0
77755,54,0,0.0,0,0.1,0
77756,62,0,0.0,0,0.1,0
77757,37,0,3.0,1,0.02702702702702703,0
77758,60,0,3.0,1,0.02702702702702703,0
77761,39,0,1.0,0,0.02702702702702703,0
77762,61,0,0.0,1,0.02702702702702703,0
77763,62,0,0.0,2,0.02702702702702703,0
77764,62,0,0.0,0,0.02702702702702703,0
77765,46,0,2.0,3,0.02702702702702703,0
77768,76,0,0.0,0,0.1,0
77769,66,0,0.0,0,0.5555555555555556,0
77771,49,0,1.0,0,0.4166666666666667,0
77773,60,0,0.0,0,0.1,0
77774,62,0,0.0,1,0.02702702702702703,1
77775,53,0,1.0,0,0.1,0
77777,62,1,0.0,5,0.3333333333333333,0
77778,40,0,1.0,0,0.02702702702702703,0
77779,74,0,0.0,0,0.4166666666666667,0
77780,45,0,0.0,0,0.1,0
77781,26,0,1.0,0,0.1,0
77782,80,0,0.0,1,0.1,0
77783,44,0,2.0,0,0.45121951219512196,0
77784,72,0,0.0,0,0.1,0
77785,58,0,0.0,0,0.1,0
77786,49,3,0.0,4,0.02702702702702703,2
77787,32,0,0.0,0,0.02702702702702703,0
77789,59,0,0.0,0,0.45121951219512196,0
77790,44,0,0.0,0,0.02702702702702703,0
77791,43,0,1.0,0,0.02702702702702703,0
77792,74,0,1.0,1,0.1,0
77793,45,0,2.0,0,0.02702702702702703,0
77795,62,0,0.0,0,0.1,0
77796,37,0,0.0,0,0.1,0
77797,47,0,1.0,0,0.1,0
77798,45,0,3.0,0,0.1,0
77800,67,0,1.0,0,0.1,0
77801,52,0,0.0,0,0.1,0
77802,44,0,0.0,0,0.02702702702702703,0
77803,64,0,0.0,0,0.02702702702702703,0
77804,43,1,3.0,0,0.1,0
77805,31,5,0.0,1,0.43333333333333335,0
77808,63,0,0.0,0,0.02702702702702703,0
77809,67,0,0.0,0,0.02702702702702703,0
77810,59,0,0.0,0,0.1,0
77811,50,0,1.0,0,0.3333333333333333,0
77812,75,0,0.0,0,0.1,0
77813,45,0,2.0,5,0.1,0
77814,71,0,0.0,0,0.02702702702702703,0
77817,26,0,0.0,0,0.1,0
77818,64,0,1.0,1,0.02702702702702703,0
77820,25,0,0.0,0,0.1,0
77821,29,3,2.0,3,0.1,0
77822,43,0,2.0,0,0.1,0
77823,39,0,1.0,0,0.02702702702702703,0
77825,28,0,0.0,0,0.1,0
77826,69,0,0.0,0,0.1,0
77827,52,0,3.0,0,0.02702702702702703,0
77828,44,0,2.0,0,0.65,0
77829,53,0,0.0,0,0.1,0
77830,50,0,5.0,0,0.1,0
77831,44,1,0.0,0,0.02702702702702703,0
77832,45,0,3.0,0,0.02702702702702703,0
77833,32,0,1.0,0,0.1,0
77835,68,0,0.0,0,0.1,0
77836,54,0,0.0,0,0.1,0
77838,35,0,0.0,0,0.02702702702702703,0
77839,57,0,5.0,0,0.02702702702702703,0
77840,69,0,0.0,0,0.02702702702702703,0
77841,59,0,1.0,0,0.1,0
77842,27,0,0.0,0,0.02702702702702703,0
77843,56,0,0.0,0,0.02702702702702703,0
77844,50,0,2.0,0,0.02702702702702703,0
77845,50,0,3.0,0,0.1,0
77847,62,0,0.0,0,0.1,0
77848,56,0,0.0,0,0.1,0
77849,53,0,0.0,0,0.65,0
77850,38,0,0.0,0,0.02702702702702703,0
77851,31,0,0.0,0,0.1,0
77852,75,0,0.0,0,0.1,0
77853,54,0,0.0,0,0.1,0
77854,56,0,0.0,0,0.02702702702702703,0
77856,42,0,0.0,0,0.1,0
77857,41,0,0.0,0,0.5555555555555556,0
77859,60,0,0.0,0,0.1,0
77860,45,0,0.0,0,0.1,0
77861,69,0,0.0,0,0.45121951219512196,0
77862,27,0,0.0,0,0.43333333333333335,0
77866,62,0,3.0,0,0.02702702702702703,0
77869,27,0,0.0,1,0.02702702702702703,0
77870,50,0,1.0,0,0.1,0
77871,64,0,0.0,0,0.02702702702702703,0
77872,50,0,1.0,0,0.02702702702702703,0
77873,51,0,1.0,0,0.1,0
77874,41,0,2.0,0,0.1,0
77875,64,0,2.0,2,0.02702702702702703,0
77876,58,0,0.0,0,0.02702702702702703,0
77878,45,0,2.0,0,0.45121951219512196,0
77879,40,0,5.0,0,0.1,0
77880,35,0,1.0,1,0.1,0
77881,48,0,0.0,0,0.02702702702702703,0
77883,74,0,1.0,0,0.02702702702702703,0
77884,48,0,2.0,0,0.1,0
77885,29,0,0.0,0,0.02702702702702703,0
77886,51,0,0.0,0,0.02702702702702703,0
77887,37,98,1.0,98,0.45121951219512196,98
77888,72,0,0.0,0,0.1,0
77889,67,0,0.0,0,0.1,0
77890,62,0,1.0,0,0.02702702702702703,0
77891,48,0,2.0,0,0.1,0
77892,63,0,0.0,0,0.1,0
77893,32,0,0.0,0,0.1,0
77894,41,0,0.0,1,0.02702702702702703,0
77895,26,0,0.0,0,0.1,0
77896,88,0,0.0,1,0.1,0
77897,71,0,0.0,0,0.5555555555555556,0
77899,24,0,0.0,0,0.43333333333333335,1
77901,46,0,0.0,0,0.02702702702702703,0
77903,24,0,0.0,0,0.02702702702702703,0
77904,41,0,0.0,0,0.02702702702702703,0
77905,29,0,1.0,0,0.02702702702702703,0
77906,26,0,0.0,0,0.1,0
77907,56,0,0.0,0,0.1,0
77908,49,0,0.0,0,0.1,0
77909,71,0,1.0,0,0.02702702702702703,0
77910,79,0,0.0,0,0.02702702702702703,0
